pdb,path,url,protein,virus,method,resolution,rmsd,rwork,rfree
5rfv,pdb/3c_like_proteinase/SARS-CoV-2/5rfv,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rfv,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.48,,0.1873,0.2236
5rfw,pdb/3c_like_proteinase/SARS-CoV-2/5rfw,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rfw,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.43,,0.1895,0.2232
5rfx,pdb/3c_like_proteinase/SARS-CoV-2/5rfx,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rfx,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.55,,0.1844,0.2163
5rfy,pdb/3c_like_proteinase/SARS-CoV-2/5rfy,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rfy,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.9,,0.2098,0.2767
5rfz,pdb/3c_like_proteinase/SARS-CoV-2/5rfz,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rfz,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.68,,0.1808,0.2265
5rg0,pdb/3c_like_proteinase/SARS-CoV-2/5rg0,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rg0,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.72,,0.1881,0.2359
5rg1,pdb/3c_like_proteinase/SARS-CoV-2/5rg1,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rg1,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.65,,0.1719,0.2152
5rg2,pdb/3c_like_proteinase/SARS-CoV-2/5rg2,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rg2,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.63,,0.1831,0.2283
5rg3,pdb/3c_like_proteinase/SARS-CoV-2/5rg3,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rg3,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.58,,0.1751,0.215
5rgg,pdb/3c_like_proteinase/SARS-CoV-2/5rgg,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rgg,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.25,,0.1665,0.2165
5rgh,pdb/3c_like_proteinase/SARS-CoV-2/5rgh,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rgh,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.7,,0.1654,0.2076
5rgi,pdb/3c_like_proteinase/SARS-CoV-2/5rgi,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rgi,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.57,,0.1703,0.2117
5rgj,pdb/3c_like_proteinase/SARS-CoV-2/5rgj,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rgj,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.34,,0.1757,0.2062
5rgk,pdb/3c_like_proteinase/SARS-CoV-2/5rgk,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rgk,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.43,,0.1742,0.2099
5rgl,pdb/3c_like_proteinase/SARS-CoV-2/5rgl,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rgl,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.76,,0.1804,0.2289
5rgm,pdb/3c_like_proteinase/SARS-CoV-2/5rgm,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rgm,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.04,,0.1739,0.2237
5rgn,pdb/3c_like_proteinase/SARS-CoV-2/5rgn,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rgn,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.83,,0.1836,0.2332
5rgo,pdb/3c_like_proteinase/SARS-CoV-2/5rgo,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rgo,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.74,,0.1749,0.2175
5rgp,pdb/3c_like_proteinase/SARS-CoV-2/5rgp,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rgp,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.07,,0.161,0.2019
5rgq,pdb/3c_like_proteinase/SARS-CoV-2/5rgq,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rgq,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.15,,0.18,0.225
5rgr,pdb/3c_like_proteinase/SARS-CoV-2/5rgr,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rgr,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.3,,0.1728,0.2001
5rgs,pdb/3c_like_proteinase/SARS-CoV-2/5rgs,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rgs,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.72,,0.1825,0.2306
5rgt,pdb/3c_like_proteinase/SARS-CoV-2/5rgt,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rgt,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.22,,0.2261,0.2714
5rgu,pdb/3c_like_proteinase/SARS-CoV-2/5rgu,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rgu,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.11,,0.1781,0.2383
5rgv,pdb/3c_like_proteinase/SARS-CoV-2/5rgv,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rgv,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.82,,0.1871,0.2319
5rgw,pdb/3c_like_proteinase/SARS-CoV-2/5rgw,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rgw,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.43,,0.1799,0.2033
5rgx,pdb/3c_like_proteinase/SARS-CoV-2/5rgx,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rgx,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.69,,0.1824,0.2181
5rgy,pdb/3c_like_proteinase/SARS-CoV-2/5rgy,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rgy,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.98,,0.1947,0.2461
5rgz,pdb/3c_like_proteinase/SARS-CoV-2/5rgz,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rgz,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.52,,0.1801,0.209
5rh0,pdb/3c_like_proteinase/SARS-CoV-2/5rh0,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rh0,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.92,,0.1952,0.2405
5rh1,pdb/3c_like_proteinase/SARS-CoV-2/5rh1,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rh1,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.96,,0.184,0.2429
5rh2,pdb/3c_like_proteinase/SARS-CoV-2/5rh2,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rh2,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.83,,0.1817,0.2302
5rh3,pdb/3c_like_proteinase/SARS-CoV-2/5rh3,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rh3,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.69,,0.1876,0.2317
5rh4,pdb/3c_like_proteinase/SARS-CoV-2/5rh4,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rh4,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.34,,0.1856,0.2049
5rh5,pdb/3c_like_proteinase/SARS-CoV-2/5rh5,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rh5,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.72,,0.186,0.2229
5rh6,pdb/3c_like_proteinase/SARS-CoV-2/5rh6,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rh6,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.6,,0.1843,0.2173
5rh7,pdb/3c_like_proteinase/SARS-CoV-2/5rh7,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rh7,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.71,,0.185,0.2202
5rh8,pdb/3c_like_proteinase/SARS-CoV-2/5rh8,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rh8,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.81,,0.1774,0.2205
5rh9,pdb/3c_like_proteinase/SARS-CoV-2/5rh9,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rh9,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.91,,0.1723,0.225
5rha,pdb/3c_like_proteinase/SARS-CoV-2/5rha,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rha,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.51,,0.1735,0.2095
5rhb,pdb/3c_like_proteinase/SARS-CoV-2/5rhb,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rhb,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.43,,0.1758,0.2069
5rhc,pdb/3c_like_proteinase/SARS-CoV-2/5rhc,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rhc,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.58,,0.1811,0.2173
5rhd,pdb/3c_like_proteinase/SARS-CoV-2/5rhd,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rhd,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.57,,0.1722,0.2059
5rhe,pdb/3c_like_proteinase/SARS-CoV-2/5rhe,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rhe,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.56,,0.1793,0.2156
5rhf,pdb/3c_like_proteinase/SARS-CoV-2/5rhf,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/5rhf,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.76,,0.1747,0.2277
6lnq,pdb/3c_like_proteinase/SARS-CoV/6lnq,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV/6lnq,nsp5 / 3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,2.244,,0.1992,0.2391
6lny,pdb/3c_like_proteinase/SARS-CoV-2/6lny,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6lny,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.245,,0.2041,0.2527
6lo0,pdb/3c_like_proteinase/SARS-CoV-2/6lo0,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6lo0,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.939,,0.2273,0.2684
6lu7,pdb/3c_like_proteinase/SARS-CoV-2/6lu7,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6lu7,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.16,,0.202,0.235
6lze,pdb/3c_like_proteinase/SARS-CoV-2/6lze,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6lze,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.5,,0.176,0.1989
6m03,pdb/3c_like_proteinase/SARS-CoV-2/6m03,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6m03,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,1,1.99,,0.1962,0.2458
6m0k,pdb/3c_like_proteinase/SARS-CoV-2/6m0k,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6m0k,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.5,,0.1795,0.1931
6m2n,pdb/3c_like_proteinase/SARS-CoV-2/6m2n,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6m2n,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.198,,0.2254,0.2544
6m2q,pdb/3c_like_proteinase/SARS-CoV-2/6m2q,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6m2q,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.7,,0.1755,0.204
6w63,pdb/3c_like_proteinase/SARS-CoV-2/6w63,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6w63,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.1,,0.1499,0.2214
6w79,pdb/3c_like_proteinase/SARS-CoV-2/6w79,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6w79,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.46,,0.1564,0.1773
6wnp,pdb/3c_like_proteinase/SARS-CoV-2/6wnp,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6wnp,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.44,,0.1807,0.1959
6wqf,pdb/3c_like_proteinase/SARS-CoV-2/6wqf,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6wqf,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.3,,0.1796,0.2296
6wtj,pdb/3c_like_proteinase/SARS-CoV-2/6wtj,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6wtj,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.9,,0.1986,0.2348
6wtk,pdb/3c_like_proteinase/SARS-CoV-2/6wtk,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6wtk,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.0,,0.2059,0.2553
6wtm,pdb/3c_like_proteinase/SARS-CoV-2/6wtm,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6wtm,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.85,,0.2077,0.2516
6wtt,pdb/3c_like_proteinase/SARS-CoV-2/6wtt,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6wtt,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.15,,0.2145,0.3001
6xa4,pdb/3c_like_proteinase/SARS-CoV-2/6xa4,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6xa4,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.65,,0.1982,0.2393
6xb0,pdb/3c_like_proteinase/SARS-CoV-2/6xb0,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6xb0,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.8,,0.1545,0.201
6xb1,pdb/3c_like_proteinase/SARS-CoV-2/6xb1,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6xb1,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.8,,0.1587,0.2019
6xb2,pdb/3c_like_proteinase/SARS-CoV-2/6xb2,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6xb2,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.1,,0.1956,0.2572
6xbg,pdb/3c_like_proteinase/SARS-CoV-2/6xbg,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6xbg,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.45,,0.1814,0.2057
6xbh,pdb/3c_like_proteinase/SARS-CoV-2/6xbh,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6xbh,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.6,,0.1735,0.2207
6xbi,pdb/3c_like_proteinase/SARS-CoV-2/6xbi,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6xbi,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.7,,0.1732,0.2166
6xch,pdb/3c_like_proteinase/SARS-CoV-2/6xch,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6xch,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.2,,0.197,0.237
6xfn,pdb/3c_like_proteinase/SARS-CoV-2/6xfn,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6xfn,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.7,,0.1954,0.2282
6xhm,pdb/3c_like_proteinase/SARS-CoV-2/6xhm,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6xhm,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.406,,0.1908,0.2096
6xhu,pdb/3c_like_proteinase/SARS-CoV-2/6xhu,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6xhu,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.8,,0.2021,0.2464
6xkf,pdb/3c_like_proteinase/SARS-CoV-2/6xkf,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6xkf,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.8,,0.1898,0.239
6xkh,pdb/3c_like_proteinase/SARS-CoV-2/6xkh,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6xkh,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.28,,0.1563,0.1749
6xmk,pdb/3c_like_proteinase/SARS-CoV-2/6xmk,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6xmk,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.7,,0.1791,0.2116
6xoa,pdb/3c_like_proteinase/SARS-CoV-2/6xoa,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6xoa,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.1,,0.2055,0.2509
6xqs,pdb/3c_like_proteinase/SARS-CoV-2/6xqs,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6xqs,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.9,,0.171,0.2039
6xqt,pdb/3c_like_proteinase/SARS-CoV-2/6xqt,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6xqt,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.3,,0.2254,0.2769
6xqu,pdb/3c_like_proteinase/SARS-CoV-2/6xqu,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6xqu,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.2,,0.176,0.2338
6xr3,pdb/3c_like_proteinase/SARS-CoV-2/6xr3,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6xr3,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.45,,0.1434,0.1874
6y2e,pdb/3c_like_proteinase/SARS-CoV-2/6y2e,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6y2e,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.75,,0.1712,0.2224
6y2f,pdb/3c_like_proteinase/SARS-CoV-2/6y2f,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6y2f,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.95,,0.1779,0.2191
6y2g,pdb/3c_like_proteinase/SARS-CoV-2/6y2g,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6y2g,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.2,,0.1862,0.2473
6y7m,pdb/3c_like_proteinase/SARS-CoV/6y7m,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV/6y7m,nsp5 / 3c_like_proteinase,SARS-CoV,X-RAY DIFFRACTION,0,1.9,,0.2062,0.2576
6y84,pdb/3c_like_proteinase/SARS-CoV-2/6y84,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6y84,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.39,,0.1779,0.2
6yb7,pdb/3c_like_proteinase/SARS-CoV-2/6yb7,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6yb7,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.25,,0.1417,0.1803
6ynq,pdb/3c_like_proteinase/SARS-CoV-2/6ynq,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6ynq,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.3,,0.1922,0.2261
6yvf,pdb/3c_like_proteinase/SARS-CoV-2/6yvf,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6yvf,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.41,,0.1869,0.2081
6yz6,pdb/3c_like_proteinase/SARS-CoV-2/6yz6,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6yz6,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.69,,0.1774,0.2161
6z2e,pdb/3c_like_proteinase/SARS-CoV-2/6z2e,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6z2e,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.7,,0.192,0.2434
6zrt,pdb/3c_like_proteinase/SARS-CoV-2/6zrt,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/6zrt,nsp5 / 3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.1,,0.1988,0.2366
